break_id,account_id,break_text
BRKa1a1f4a5,B003523,Instrument mapping issue: ISIN/SEDOL mismatch for AMAT; refer static data.
BRKa9806537,B003847,Instrument mapping issue: ISIN/SEDOL mismatch for LLY; refer static data.
BRK95d0e5c1,B004214,Duplicate booking suspected for LIN; two fills with same timestamp.
BRKe3725783,B004358,Corporate action cash dividend missing for HD; record date 2025-07-30.
BRKd5051b3e,B003226,Corporate action cash dividend missing for ABNB; record date 2025-07-15.
BRKe53a7a80,B003085,Duplicate booking suspected for CRM; two fills with same timestamp.
BRK5d07eff8,B004395,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKf42318ab,B004028,Instrument mapping issue: ISIN/SEDOL mismatch for MSFT; refer static data.
BRKc1f03e02,B003448,Price variance over tolerance for T; OMS 242.79 vs custodian 246.51.
BRKdacd62dd,B003972,"Trade not affirmed by counterparty; venue NASDAQ, orderId 5658da2f, partial fill discrepancy."
BRK28a022db,B003166,Duplicate booking suspected for T; two fills with same timestamp.
BRKb3f3f371,B004228,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK947bfc36,B003566,"Trade not affirmed by counterparty; venue LSE, orderId 0edc1de5, partial fill discrepancy."
BRK98059a17,B004078,Corporate action cash dividend missing for NFLX; record date 2025-03-17.
BRKe5214e98,B003246,"Trade not affirmed by counterparty; venue BATS, orderId 6aae97be, partial fill discrepancy."
BRKab08eb13,B004009,Duplicate booking suspected for CRM; two fills with same timestamp.
BRKe8dbfb5a,B003832,"Trade not affirmed by counterparty; venue EUREX, orderId 9b60e571, partial fill discrepancy."
BRKf8ac7b8c,B003636,Instrument mapping issue: ISIN/SEDOL mismatch for ASML; refer static data.
BRK3f6fd018,B003874,FX mismatch between custodian and OMS for JNJ on 2025-09-06; expected 589 got 983.
BRK1f9ea4d6,B003718,Corporate action cash dividend missing for SLV; record date 2025-05-02.
BRKab268012,B003811,FX mismatch between custodian and OMS for LULU on 2025-07-21; expected 97 got 781.
BRKb52faa41,B004178,Corporate action cash dividend missing for T; record date 2025-03-26.
BRK636d093c,B003296,Price variance over tolerance for JPM; OMS 388.08 vs custodian 389.35.
BRK4aaaf3f1,B003625,Corporate action cash dividend missing for VNQ; record date 2025-03-23.
BRKec62873e,B004133,Price variance over tolerance for AMZN; OMS 66.55 vs custodian 64.85.
BRK6e3d1677,B003169,FX mismatch between custodian and OMS for COST on 2025-03-30; expected 291 got 13.
BRK74ecf3e7,B003402,FX mismatch between custodian and OMS for BP on 2025-06-24; expected 83 got 863.
BRK82c099f5,B003448,Duplicate booking suspected for AMD; two fills with same timestamp.
BRK0d700700,B003817,"Trade not affirmed by counterparty; venue LSE, orderId 9cb14f2c, partial fill discrepancy."
BRKa3898595,B003534,FX mismatch between custodian and OMS for BAC on 2025-05-25; expected 363 got 255.
BRK64816ffd,B003315,FX mismatch between custodian and OMS for LIN on 2025-05-31; expected 639 got 916.
BRK2c051907,B003992,Instrument mapping issue: ISIN/SEDOL mismatch for TXN; refer static data.
BRK20e598a2,B004015,Duplicate booking suspected for JPM; two fills with same timestamp.
BRK4e4b460d,B004426,"Trade not affirmed by counterparty; venue NASDAQ, orderId 37518e65, partial fill discrepancy."
BRK3582f945,B004455,Instrument mapping issue: ISIN/SEDOL mismatch for ABNB; refer static data.
BRKceed29cb,B004026,Corporate action cash dividend missing for ADBE; record date 2025-08-29.
BRK2c9eacad,B003657,"Settlement fail on GLD; reason: SSI rejected, requires updated BIC/SWIFT."
BRK59ffad84,B004379,Duplicate booking suspected for VZ; two fills with same timestamp.
BRKe4fd1327,B003284,Instrument mapping issue: ISIN/SEDOL mismatch for NVDA; refer static data.
BRK54f89482,B003445,Instrument mapping issue: ISIN/SEDOL mismatch for SPY; refer static data.
BRK0d6744b9,B003546,FX mismatch between custodian and OMS for PFE on 2025-05-30; expected 466 got 579.
BRK4edbfb16,B003045,Duplicate booking suspected for LLY; two fills with same timestamp.
BRKaa9629ab,B004427,"Trade not affirmed by counterparty; venue LSE, orderId 23f6d434, partial fill discrepancy."
BRKe91922cd,B003758,Price variance over tolerance for META; OMS 146.88 vs custodian 147.69.
BRKbe8af47d,B004237,Duplicate booking suspected for VNQ; two fills with same timestamp.
BRK0229d915,B003879,Corporate action cash dividend missing for BP; record date 2025-06-30.
BRK9e15f2c7,B004059,Duplicate booking suspected for VNQ; two fills with same timestamp.
BRK564ab623,B003557,Instrument mapping issue: ISIN/SEDOL mismatch for AMD; refer static data.
BRK964f50f4,B004192,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKdcf6d0fc,B003620,Price variance over tolerance for GLD; OMS 61.89 vs custodian 62.87.
BRKf288ce7c,B004307,"Settlement fail on LLY; reason: SSI rejected, requires updated BIC/SWIFT."
BRKa6afca2c,B003964,"Trade not affirmed by counterparty; venue EUREX, orderId 766e9aad, partial fill discrepancy."
BRKa0937413,B004154,FX mismatch between custodian and OMS for HD on 2025-08-03; expected 859 got 601.
BRKf8f6bcea,B004254,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK49bf0165,B003611,Duplicate booking suspected for AMAT; two fills with same timestamp.
BRK09d3c97d,B003949,FX mismatch between custodian and OMS for NKE on 2025-08-08; expected 689 got 53.
BRK048fa3dd,B003252,Price variance over tolerance for DIS; OMS 119.37 vs custodian 117.47.
BRK7a7e8c66,B003589,"Settlement fail on IVV; reason: SSI rejected, requires updated BIC/SWIFT."
BRKf1bd50bd,B004421,Corporate action cash dividend missing for SHOP; record date 2025-05-08.
BRK7747cc2f,B003959,Instrument mapping issue: ISIN/SEDOL mismatch for ORCL; refer static data.
BRKa1d47341,B003701,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK7b63fa3c,B004093,Duplicate booking suspected for DIS; two fills with same timestamp.
BRK5d78baca,B004362,"Settlement fail on PEP; reason: SSI rejected, requires updated BIC/SWIFT."
BRK06e2a9b0,B003751,FX mismatch between custodian and OMS for ADBE on 2025-06-11; expected 864 got 798.
BRK2519a657,B003704,Price variance over tolerance for VZ; OMS 56.05 vs custodian 56.83.
BRK8a5b979f,B004027,Instrument mapping issue: ISIN/SEDOL mismatch for TSLA; refer static data.
BRKed3281e7,B004087,"Trade not affirmed by counterparty; venue EUREX, orderId 55935739, partial fill discrepancy."
BRK207c6adb,B003343,Price variance over tolerance for JNJ; OMS 322.26 vs custodian 324.57.
BRK3132723b,B003037,Price variance over tolerance for NKE; OMS 248.78 vs custodian 247.39.
BRK190ee13f,B003910,Price variance over tolerance for VOO; OMS 169.57 vs custodian 167.51.
BRK7764c8f3,B004001,"Settlement fail on GLD; reason: SSI rejected, requires updated BIC/SWIFT."
BRKc5bada51,B003715,Duplicate booking suspected for EEM; two fills with same timestamp.
BRK877701d7,B004022,Instrument mapping issue: ISIN/SEDOL mismatch for PFE; refer static data.
BRK1bfe03e5,B003052,Instrument mapping issue: ISIN/SEDOL mismatch for PG; refer static data.
BRKbc90b830,B003942,FX mismatch between custodian and OMS for CSCO on 2025-04-04; expected 684 got 871.
BRKad562e9c,B003214,Instrument mapping issue: ISIN/SEDOL mismatch for AMD; refer static data.
BRKf752df43,B004176,Instrument mapping issue: ISIN/SEDOL mismatch for GOOGL; refer static data.
BRKc0a6bdb2,B004083,"Trade not affirmed by counterparty; venue NASDAQ, orderId 7a32cdc2, partial fill discrepancy."
BRK1493269f,B003224,"Settlement fail on SLV; reason: SSI rejected, requires updated BIC/SWIFT."
BRK847a22b8,B003868,"Settlement fail on AMD; reason: SSI rejected, requires updated BIC/SWIFT."
BRK5203c3fb,B003996,Duplicate booking suspected for JNJ; two fills with same timestamp.
BRK63f8b7b3,B003834,FX mismatch between custodian and OMS for GOOGL on 2025-05-06; expected 475 got 136.
BRK65316a73,B004093,Price variance over tolerance for SHOP; OMS 29.43 vs custodian 28.99.
BRK490e3c35,B003472,"Trade not affirmed by counterparty; venue BATS, orderId cb991df8, partial fill discrepancy."
BRKb56cd842,B003014,"Settlement fail on META; reason: SSI rejected, requires updated BIC/SWIFT."
BRK52e8f3af,B003634,Price variance over tolerance for MA; OMS 436.25 vs custodian 433.91.
BRKc8d808ec,B003829,"Settlement fail on TXN; reason: SSI rejected, requires updated BIC/SWIFT."
BRK7553ddc0,B003847,Price variance over tolerance for AMD; OMS 481.8 vs custodian 482.68.
BRK93ba03f2,B003401,FX mismatch between custodian and OMS for EEM on 2025-03-22; expected 690 got 57.
BRK0939ef90,B004379,Duplicate booking suspected for GLD; two fills with same timestamp.
BRKbb1f452a,B003747,Instrument mapping issue: ISIN/SEDOL mismatch for UBER; refer static data.
BRK9e52bca1,B003356,Corporate action cash dividend missing for TXN; record date 2025-06-13.
BRK2106de7a,B003485,Price variance over tolerance for LIN; OMS 352.41 vs custodian 356.85.
BRK2298709d,B003289,Instrument mapping issue: ISIN/SEDOL mismatch for ASML; refer static data.
BRK735b84b1,B003212,Corporate action cash dividend missing for NVDA; record date 2025-08-07.
BRKb67e04e0,B003154,Corporate action cash dividend missing for WMT; record date 2025-04-01.
BRKb19528d2,B003773,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK1e307118,B004162,Duplicate booking suspected for COST; two fills with same timestamp.
BRKfb6d17e2,B003807,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK7d2f4cd0,B003773,"Settlement fail on BP; reason: SSI rejected, requires updated BIC/SWIFT."
BRK50394fc7,B003573,"Trade not affirmed by counterparty; venue BATS, orderId dbbf9712, partial fill discrepancy."
BRKe5c5226f,B004363,Duplicate booking suspected for TXN; two fills with same timestamp.
BRK80c380ae,B003921,FX mismatch between custodian and OMS for PG on 2025-05-01; expected 713 got 351.
BRK3d6a7fc5,B003118,"Trade not affirmed by counterparty; venue NASDAQ, orderId 2205cce0, partial fill discrepancy."
BRK038664fb,B003910,Price variance over tolerance for LLY; OMS 174.22 vs custodian 171.81.
BRK134f96f3,B003572,"Trade not affirmed by counterparty; venue NASDAQ, orderId 9e8c8288, partial fill discrepancy."
BRK5e7e0a69,B003339,Price variance over tolerance for MSFT; OMS 203.05 vs custodian 205.24.
BRK8fd5494c,B003406,Price variance over tolerance for JNJ; OMS 322.98 vs custodian 322.92.
BRKe85ab392,B003227,Corporate action cash dividend missing for HD; record date 2025-05-18.
BRKbf15e70f,B003023,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK44292faf,B003596,FX mismatch between custodian and OMS for NKE on 2025-05-08; expected 759 got 591.
BRK5c39d2e9,B003863,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK3a786c2f,B003485,Instrument mapping issue: ISIN/SEDOL mismatch for VNQ; refer static data.
BRK51bf0d62,B003764,Instrument mapping issue: ISIN/SEDOL mismatch for AAPL; refer static data.
BRK8af16215,B004303,"Trade not affirmed by counterparty; venue NYSE, orderId 9173dd96, partial fill discrepancy."
BRKf330a56a,B003577,Instrument mapping issue: ISIN/SEDOL mismatch for SHOP; refer static data.
BRKc41f99ae,B003210,"Settlement fail on ORCL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK0899b490,B003792,Duplicate booking suspected for TXN; two fills with same timestamp.
BRK7565febf,B004259,Price variance over tolerance for CRM; OMS 137.39 vs custodian 134.62.
BRKf4e03723,B003170,Duplicate booking suspected for INTC; two fills with same timestamp.
BRK7cbca5c4,B004247,Instrument mapping issue: ISIN/SEDOL mismatch for TLT; refer static data.
BRKcffe1453,B004165,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKcb58f1cf,B003611,"Trade not affirmed by counterparty; venue BATS, orderId bfa17bb8, partial fill discrepancy."
BRK8a4b038f,B003922,"Trade not affirmed by counterparty; venue LSE, orderId 7f1fc03b, partial fill discrepancy."
BRK191645de,B004144,"Settlement fail on SQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK0a39448e,B004186,FX mismatch between custodian and OMS for INTC on 2025-05-13; expected 483 got 288.
BRKc40865ec,B003241,"Trade not affirmed by counterparty; venue EUREX, orderId 56a86c3a, partial fill discrepancy."
BRK4ecfa276,B004492,Corporate action cash dividend missing for JPM; record date 2025-06-13.
BRKb7444032,B003287,Instrument mapping issue: ISIN/SEDOL mismatch for HD; refer static data.
BRK489a4d95,B004127,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKb170136e,B004053,"Settlement fail on AAPL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK75dff25e,B004116,Price variance over tolerance for XOM; OMS 226.26 vs custodian 230.72.
BRKf0df7e6b,B004308,Instrument mapping issue: ISIN/SEDOL mismatch for NVDA; refer static data.
BRK8cc297b8,B003668,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK5c665ec3,B003772,Duplicate booking suspected for SQ; two fills with same timestamp.
BRKfa391956,B003166,"Trade not affirmed by counterparty; venue BATS, orderId 203ed080, partial fill discrepancy."
BRK9308c628,B003500,Duplicate booking suspected for PG; two fills with same timestamp.
BRK3d6c2d4a,B004446,FX mismatch between custodian and OMS for T on 2025-04-17; expected 964 got 230.
BRK40b617de,B004234,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK6b90d451,B003995,"Settlement fail on EFA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK4fd64495,B004024,Price variance over tolerance for AMD; OMS 478.55 vs custodian 475.76.
BRKeb56e3a0,B004430,Duplicate booking suspected for NFLX; two fills with same timestamp.
BRKc3f59109,B003518,Duplicate booking suspected for SHOP; two fills with same timestamp.
BRK420905bb,B003788,"Trade not affirmed by counterparty; venue EUREX, orderId 5e3bb58b, partial fill discrepancy."
BRK402290b9,B003826,Instrument mapping issue: ISIN/SEDOL mismatch for NKE; refer static data.
BRK58ef8359,B003794,Price variance over tolerance for BAC; OMS 470.62 vs custodian 465.03.
BRKfc72adfb,B004466,"Settlement fail on NKE; reason: SSI rejected, requires updated BIC/SWIFT."
BRK91566a47,B003484,"Settlement fail on GOOGL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK89ac3600,B003860,Duplicate booking suspected for SLV; two fills with same timestamp.
BRK14c366c3,B003540,"Trade not affirmed by counterparty; venue LSE, orderId 3a0393ce, partial fill discrepancy."
BRKd76f0ef3,B004111,FX mismatch between custodian and OMS for BAC on 2025-04-25; expected 610 got 315.
BRK97674966,B004485,"Trade not affirmed by counterparty; venue LSE, orderId b91d16d0, partial fill discrepancy."
BRK7fd0f5ad,B003792,Price variance over tolerance for MSFT; OMS 203.39 vs custodian 202.3.
BRKf8165814,B003931,Duplicate booking suspected for SPY; two fills with same timestamp.
BRK89d191a5,B003977,"Trade not affirmed by counterparty; venue EUREX, orderId 8932852f, partial fill discrepancy."
BRK0232220f,B004179,Price variance over tolerance for T; OMS 246.9 vs custodian 241.7.
BRK5f355de8,B003593,Instrument mapping issue: ISIN/SEDOL mismatch for TLT; refer static data.
BRKf2aaedb9,B004048,Corporate action cash dividend missing for SQ; record date 2025-05-15.
BRK1dadb341,B003430,Duplicate booking suspected for PFE; two fills with same timestamp.
BRKb9fdb5b0,B003416,Price variance over tolerance for PYPL; OMS 377.8 vs custodian 393.19.
BRK61648810,B004082,Instrument mapping issue: ISIN/SEDOL mismatch for TXN; refer static data.
BRK41cbdabc,B003776,Corporate action cash dividend missing for GLD; record date 2025-04-10.
BRK98fb6f0e,B003138,Corporate action cash dividend missing for UNH; record date 2025-04-29.
BRK1e23830d,B003975,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKc073e8b7,B003899,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK43ad284a,B004166,Corporate action cash dividend missing for SQ; record date 2025-05-27.
BRK3c41a04e,B003959,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK8726a5dd,B003112,Duplicate booking suspected for AMD; two fills with same timestamp.
BRKe8592efc,B004222,Corporate action cash dividend missing for AVGO; record date 2025-07-26.
BRKcd0889f7,B003833,Corporate action cash dividend missing for SHOP; record date 2025-03-25.
BRK5706f409,B003474,"Settlement fail on PG; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6c6a8dd8,B003441,"Settlement fail on IVV; reason: SSI rejected, requires updated BIC/SWIFT."
BRK503ff556,B003046,FX mismatch between custodian and OMS for LULU on 2025-05-29; expected 864 got 873.
BRK759217ba,B004159,FX mismatch between custodian and OMS for WMT on 2025-07-12; expected 418 got 631.
BRKe74c518e,B004340,Duplicate booking suspected for JPM; two fills with same timestamp.
BRK7a368122,B003661,Price variance over tolerance for VNQ; OMS 172.76 vs custodian 170.74.
BRKeac53c60,B003703,FX mismatch between custodian and OMS for JNJ on 2025-05-08; expected 43 got 809.
BRK757fba5f,B003542,Duplicate booking suspected for WMT; two fills with same timestamp.
BRK92104454,B003697,"Trade not affirmed by counterparty; venue BATS, orderId 24fe6d86, partial fill discrepancy."
BRK17536250,B003020,Duplicate booking suspected for WMT; two fills with same timestamp.
BRKb90459da,B003293,Duplicate booking suspected for ABNB; two fills with same timestamp.
BRK5ad834b1,B003619,Duplicate booking suspected for JPM; two fills with same timestamp.
BRK7a45716b,B004141,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK86f9a7b1,B004390,"Settlement fail on HD; reason: SSI rejected, requires updated BIC/SWIFT."
BRK4ae2764b,B003345,"Trade not affirmed by counterparty; venue NYSE, orderId 58f2feda, partial fill discrepancy."
BRKd97c24fb,B003190,Instrument mapping issue: ISIN/SEDOL mismatch for IVV; refer static data.
BRK727c0393,B004212,Corporate action cash dividend missing for VNQ; record date 2025-04-14.
BRKa5b94725,B004158,Corporate action cash dividend missing for ABNB; record date 2025-05-08.
BRKea41dc69,B004017,"Trade not affirmed by counterparty; venue NASDAQ, orderId 59b69d7c, partial fill discrepancy."
BRK21d46304,B003634,Instrument mapping issue: ISIN/SEDOL mismatch for SQ; refer static data.
BRK9ff89d32,B003970,Instrument mapping issue: ISIN/SEDOL mismatch for BP; refer static data.
BRK6aa76f3e,B003874,"Settlement fail on AAPL; reason: SSI rejected, requires updated BIC/SWIFT."
BRK698e7dc5,B004140,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK857d1bed,B003160,Corporate action cash dividend missing for EFA; record date 2025-08-29.
BRKa2d4fef8,B003693,Corporate action cash dividend missing for TLT; record date 2025-08-19.
BRK48c16f59,B004394,FX mismatch between custodian and OMS for MA on 2025-03-25; expected 94 got 745.
BRKe6770c96,B003739,Price variance over tolerance for KO; OMS 182.87 vs custodian 184.1.
BRK50c1eda0,B004085,Corporate action cash dividend missing for VZ; record date 2025-04-03.
BRKd57b7e67,B003113,Instrument mapping issue: ISIN/SEDOL mismatch for AMAT; refer static data.
BRK78d5f566,B003654,"Trade not affirmed by counterparty; venue EUREX, orderId 73013f42, partial fill discrepancy."
BRKed5b7040,B004394,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK2bb75e56,B003104,FX mismatch between custodian and OMS for XOM on 2025-05-30; expected 502 got 552.
BRKb45c6a92,B003598,"Settlement fail on SLV; reason: SSI rejected, requires updated BIC/SWIFT."
BRKaca2f50a,B003762,Corporate action cash dividend missing for ORCL; record date 2025-05-05.
BRKaf3da5bd,B003442,FX mismatch between custodian and OMS for INTC on 2025-04-25; expected 446 got 55.
BRKebe7c311,B003531,Corporate action cash dividend missing for DIS; record date 2025-05-17.
BRKef70d975,B003994,Duplicate booking suspected for META; two fills with same timestamp.
BRK5dc5b270,B004271,FX mismatch between custodian and OMS for VOO on 2025-05-14; expected 107 got 378.
BRKc4a02fe9,B004479,Instrument mapping issue: ISIN/SEDOL mismatch for TSLA; refer static data.
BRKcfbca116,B004370,Corporate action cash dividend missing for JPM; record date 2025-09-01.
BRKe608d9ae,B003267,Corporate action cash dividend missing for GOOGL; record date 2025-08-09.
BRKada084a5,B003258,Corporate action cash dividend missing for JNJ; record date 2025-07-12.
BRKf453140e,B003550,"Settlement fail on SQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK54276191,B003697,"Trade not affirmed by counterparty; venue LSE, orderId 45e130bd, partial fill discrepancy."
BRK1336185d,B003660,"Trade not affirmed by counterparty; venue NASDAQ, orderId b0f82bf7, partial fill discrepancy."
BRK4e2f8cfe,B004237,"Trade not affirmed by counterparty; venue NASDAQ, orderId 7d6089c0, partial fill discrepancy."
BRKb1acce32,B003039,Duplicate booking suspected for LIN; two fills with same timestamp.
BRK640d3d95,B003619,Price variance over tolerance for EFA; OMS 357.31 vs custodian 347.61.
BRKd3d5a236,B004149,"Settlement fail on COST; reason: SSI rejected, requires updated BIC/SWIFT."
BRK03e42510,B003789,"Trade not affirmed by counterparty; venue BATS, orderId 2fbcf854, partial fill discrepancy."
BRK4454b10a,B003486,Corporate action cash dividend missing for EFA; record date 2025-08-22.
BRK4cbc2568,B003962,"Settlement fail on GLD; reason: SSI rejected, requires updated BIC/SWIFT."
BRKd4943674,B004450,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK24b8a3e8,B003608,Price variance over tolerance for PG; OMS 385.29 vs custodian 376.58.
BRKa251b19a,B003623,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK6b8dde29,B003741,Duplicate booking suspected for T; two fills with same timestamp.
BRK5b06514c,B003456,FX mismatch between custodian and OMS for LIN on 2025-04-29; expected 864 got 165.
BRKfdb7a8bf,B004170,Price variance over tolerance for AMZN; OMS 64.98 vs custodian 65.18.
BRK96c7e289,B004312,Price variance over tolerance for PFE; OMS 440.44 vs custodian 436.79.
BRK9de81f6b,B003103,FX mismatch between custodian and OMS for VOO on 2025-09-01; expected 591 got 298.
BRKa23cd10c,B004231,Duplicate booking suspected for META; two fills with same timestamp.
BRK028454f4,B003850,Corporate action cash dividend missing for JPM; record date 2025-06-27.
BRKdafca4b9,B003257,Corporate action cash dividend missing for ADBE; record date 2025-07-04.
BRK27ff0a97,B003844,"Settlement fail on LULU; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6f73edc3,B004470,FX mismatch between custodian and OMS for BAC on 2025-03-31; expected 944 got 107.
BRK7095df90,B003303,"Trade not affirmed by counterparty; venue NYSE, orderId 786c8c35, partial fill discrepancy."
BRKdd6372ec,B003942,Instrument mapping issue: ISIN/SEDOL mismatch for HD; refer static data.
BRK594a907e,B003529,Instrument mapping issue: ISIN/SEDOL mismatch for VZ; refer static data.
BRK00395c56,B003023,Price variance over tolerance for VOO; OMS 170.43 vs custodian 170.17.
BRK0bb082e4,B003456,Price variance over tolerance for UNH; OMS 395.19 vs custodian 386.87.
BRK0bdd33e8,B003335,"Settlement fail on MA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK97542779,B004262,Instrument mapping issue: ISIN/SEDOL mismatch for AVGO; refer static data.
BRKf0c76e2e,B003976,Duplicate booking suspected for COST; two fills with same timestamp.
BRKc8f692f6,B003040,Corporate action cash dividend missing for LULU; record date 2025-07-27.
BRKfb96f730,B003616,Instrument mapping issue: ISIN/SEDOL mismatch for NKE; refer static data.
BRK05366ac1,B004473,FX mismatch between custodian and OMS for PG on 2025-08-03; expected 598 got 43.
BRKb45940fa,B003885,Instrument mapping issue: ISIN/SEDOL mismatch for KO; refer static data.
BRK7e435059,B003616,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK38223149,B003651,FX mismatch between custodian and OMS for WMT on 2025-03-24; expected 741 got 948.
BRK59562519,B003360,"Trade not affirmed by counterparty; venue EUREX, orderId 80fc32f6, partial fill discrepancy."
BRKe2619ef3,B004226,Instrument mapping issue: ISIN/SEDOL mismatch for V; refer static data.
BRK9ee48cfd,B003548,"Settlement fail on SQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK5545dd95,B004400,FX mismatch between custodian and OMS for SQ on 2025-05-29; expected 293 got 332.
BRKe8da661a,B004375,Duplicate booking suspected for PYPL; two fills with same timestamp.
BRKcf51e5c0,B004142,Duplicate booking suspected for EFA; two fills with same timestamp.
BRK4d736886,B004046,"Settlement fail on TSLA; reason: SSI rejected, requires updated BIC/SWIFT."
BRKf2ff5b60,B003476,"Settlement fail on BAC; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6efd1700,B003103,Instrument mapping issue: ISIN/SEDOL mismatch for HD; refer static data.
BRKf1ecf376,B003312,Price variance over tolerance for PFE; OMS 435.23 vs custodian 435.58.
BRK65bf6cc7,B004103,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK85226b4b,B003471,Duplicate booking suspected for CSCO; two fills with same timestamp.
BRKe1d5777e,B003098,Corporate action cash dividend missing for JPM; record date 2025-07-07.
BRKdd1ffc57,B003998,Duplicate booking suspected for EEM; two fills with same timestamp.
BRK72382620,B004094,FX mismatch between custodian and OMS for TXN on 2025-05-04; expected 833 got 606.
BRK980c43d0,B004298,Price variance over tolerance for EFA; OMS 354.97 vs custodian 361.15.
BRK427d8e27,B003698,"Trade not affirmed by counterparty; venue BATS, orderId 7188d7de, partial fill discrepancy."
BRK2499e708,B003320,"Trade not affirmed by counterparty; venue NASDAQ, orderId 6dca1e34, partial fill discrepancy."
BRK02dcc21a,B004045,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKd80f0d09,B004200,Duplicate booking suspected for NVDA; two fills with same timestamp.
BRKa5285da7,B004465,Price variance over tolerance for SLV; OMS 110.77 vs custodian 113.4.
BRK824184f4,B003140,"Trade not affirmed by counterparty; venue EUREX, orderId f4acb6bc, partial fill discrepancy."
BRK04015000,B003643,"Trade not affirmed by counterparty; venue EUREX, orderId 85c802c2, partial fill discrepancy."
BRK9c3f4a42,B003885,Corporate action cash dividend missing for COST; record date 2025-07-11.
BRK41f03a0d,B003568,FX mismatch between custodian and OMS for AVGO on 2025-07-08; expected 870 got 807.
BRKdc7766c9,B003246,Corporate action cash dividend missing for SLV; record date 2025-05-26.
BRKdd81add2,B004374,Duplicate booking suspected for IWM; two fills with same timestamp.
BRK4095017c,B003486,FX mismatch between custodian and OMS for PEP on 2025-08-06; expected 904 got 802.
BRK2179689c,B003938,Duplicate booking suspected for CRM; two fills with same timestamp.
BRKc8cec8f5,B003112,Instrument mapping issue: ISIN/SEDOL mismatch for PEP; refer static data.
BRK546cf9c8,B004367,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK988eb5cf,B003626,"Settlement fail on PG; reason: SSI rejected, requires updated BIC/SWIFT."
BRK454caaa2,B003049,FX mismatch between custodian and OMS for BP on 2025-05-02; expected 773 got 788.
BRKa6cffa06,B003077,"Trade not affirmed by counterparty; venue EUREX, orderId ddb34702, partial fill discrepancy."
BRK75fdeb47,B003196,"Settlement fail on TXN; reason: SSI rejected, requires updated BIC/SWIFT."
BRK128dab58,B004051,"Trade not affirmed by counterparty; venue NASDAQ, orderId c1495b36, partial fill discrepancy."
BRKe1e1f82c,B003078,"Trade not affirmed by counterparty; venue NASDAQ, orderId 91a61cec, partial fill discrepancy."
BRK1de4d234,B004136,Instrument mapping issue: ISIN/SEDOL mismatch for ABNB; refer static data.
BRKa143fb67,B004449,"Trade not affirmed by counterparty; venue LSE, orderId ccf98cd0, partial fill discrepancy."
BRKef2b4403,B003861,FX mismatch between custodian and OMS for SHEL on 2025-04-09; expected 368 got 647.
BRKb8367e36,B004353,Duplicate booking suspected for PYPL; two fills with same timestamp.
BRK83c0a82b,B004098,Instrument mapping issue: ISIN/SEDOL mismatch for BND; refer static data.
BRK0dea2fcf,B003070,Corporate action cash dividend missing for AAPL; record date 2025-05-09.
BRKb343de13,B003003,"Trade not affirmed by counterparty; venue LSE, orderId 40ddbb2a, partial fill discrepancy."
BRKea07984b,B003916,"Settlement fail on V; reason: SSI rejected, requires updated BIC/SWIFT."
BRK6065c3a4,B003860,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKf5758ae1,B004092,Instrument mapping issue: ISIN/SEDOL mismatch for XOM; refer static data.
BRKd0eb2dcd,B004225,Duplicate booking suspected for PYPL; two fills with same timestamp.
